Company Name,Job Title,Description,Location,Salary,Required Skills
Credit Suisse,"Dynamic Risk Assessment Developer,ENO, #155881","Why Us?
Banking today is a

technology business, where innovation and digital ingenuity creates competitive

advantage. At Credit Suisse, we are committed to delivering world-class

technology solutions that enables our clients to reach their goals. We offer a

role within the Platform IT, responsible for delivering technology solutions

for our key business partners (Chief Risk Officer). Our organization has a

global footprint with over 600+ people across 15 cities, 7 countries and 4

regions. The Bangalore centers owns end to end accountability of key programs

and solutions

We are a department

which values Diversity and Inclusion (D&I) and is committed to realizing

the firm’s D&I ambition which is an integral part of our global Conduct and

Ethics Standards
Key Responsibilities

A state-of-the-art

 workplace in Bangalore, which will challenge your brain to implement

 solutions for complex mathematical business related requirements and

 problem statements.A highly

 collaborative and solution oriented culture, Agile and DevOps centric global

 team, with key focus on efficiency, reliability and innovation.A highly

 efficient tool-chain/toolset for the adoption of Agile, DevOps, Continuous

 Delivery, Continuous Integration & Continuous Deployment, Test

 AutomationAn opportunity

 to work with best-in-class technology focused people working on

 mission-critical application development.


Understand the

 value of diversity in the workplace and are dedicated to fostering an

 inclusive culture in all aspects of working life so that people from all

 backgrounds receive equal treatment, realize their full potential and can

 bring their full, authentic selves to work. This should be further

 elaborated on in your application.Hands on

 approach to problem solving by applying creative, logical and analytical

 skillsUnderstanding

 and working knowledge of software delivery methodologies and principles

 like Agile and DevOpsSense of

 ownership and accountability towards the deliverablesGood

 interpersonal, collaboration, presentation and communication skillsFlexibility and

 adaptability with an ability to multi-task and perform various roles and

 tasks, can-do attitudeExposure to

 Banking / Financial Services and preferably Private BankingResults-oriented,

 dedicated, hardworking who can work on own initiative and deliver on time

 with a high level of integrity and flexibility, sense of urgency,

 attention to detail and quality standards.

Technology and

Business Analysis Skills

Worked 4-8+

 years writing TypeScript/JavaScript code, and a very strong knowledge of

 React and/or Angular. A good grasp on state-management patterns such as

 Redux, Flux, etcExperience

 developing responsive apps that run efficiently even on devices with

 limited horsepowerSQL and Advanced

 MS Office skills (Word, Excel and PowerPoint).

Beneficial skills and

experience

Good

 understanding and working knowledge of Design patterns, UXExperience in

 working on Agile delivery (Scrum / Kanban) and using tools like JIRA,

 ServiceNowGood

 understanding of the Dev/ops tools and strategy required for automation

 across Dev/QA/Deployment teams – NOLIO, Sonar, TeamCity / JenkinsWorking

 knowledge of Test Driven Development using xUnit (JUnit / NUnit) framework

 and testing automationExposure to

 Business Driven Development – Selenium, Jenkins, Cucumber

",Bangalore,"₹ 14,40,155","DevOps,Selenium,JUnit,Sonar,Kanban,Design patterns,Jenkins,Analysis,IT,TypeScript,Cucumber,Banking,Scrum,Agile,JavaScript,Integration,QA,JIRA,Technology,TeamCity,NUnit"
State Street Corporation,Senior Associate - Oracle Developer,"8+ Years development experience in Oracle PLSQL

Should have excellent knowledge in SQL and PLSQL. Resource should be capable of understanding and making changes in packages, procedures, functions and SQL queries

Thorough understanding of database architecture

Advanced ORACLE Performance Tuning Skills like optimizing SQL, Partition planning and Hints.

Good expertise and knowledge on SQL (Analytical Functions and complex queries).

Good Knowledge in UNIX scripting.

Good knowledge on Data warehousing concepts.

Good knowledge on data modelling.

Ability to understand business requirements and translate them into technical requirements.

Design, develop and implement changes to existing business applications.

Support QA team during UAT testing.

Support system and integration testing activities.

Support code movement to UAT and PROD.

Support prod release activities including Dev validation, supporting QA, Business validation until completes.

Excellent Communication Skills.",Hyderābād,"₹ 5,81,714","Analytical,SQL,QA,Oracle,Communication"
Ciena,"Senior Embedded Software Engineer ( IS-IS, MPLS, LDP, BFD, L3-VPN)","Ciena may well be the most important technology company youve never heard of. The innovations that wow us (driverless cars), and those we now take for granted (the ability to mobile-stream your favorite show) are the products of ingenuity from some brilliant and forward-thinking companies. But those companies rely on Ciena, another vanguard of innovation, to create and advance the underlying networks that bring their breakthroughs to our doorsteps. VR, AI, IOT, 5G literally none of it would be possible without the mind-boggling technology that makes the internet itself work. For more than 25 years, Ciena has been the global leader in networking strategy, and our technology has been part of the critical infrastructure running within the most advanced companies in the world.The communications networking industry is undergoing transformative change and Ciena is leading the charge with a fresh wave of innovation uniting optical and packet technologies. As a trusted partner to over 1,000 customers in 60+ countries, Ciena builds networks that fundamentally changes the way our customers compete. Cienas Packet Networking business plays an instrumental role in our strategy and is bringing products and solutions to market that win with the pillars of speed service delivery, agility, and assurance.

What were looking for:

We believe in the power of people. We are a network strategy and technology company that is motivated by making a difference in people lives their productivity, their creativity, their health and comfort. Thats why our engineers design and implement technologies that allow people to do great things. With customer, proven capabilities, the Ciena Packet Networking team is enhancing and advancing Carrier Ethernet Solutions to take advantage of worldwide market opportunities as Service Providers virtualize their networks, unify their legacy networks, and prepare for 5G. Were looking for an experienced, motivated and talented individual interested in progressing their career in advanced Routing and MPLS features, while learning to leverage the disruption taking place with SDN, NFV and virtualized routing systems. You will take an experienced and influential role contributing to advancing next generation IP routing/MPLS capabilities, delivering innovative solutions to meet demanding performance, scalability and feature requirements focused on service provider, carrier grade capability, scale and reliability.

What will you do at Ciena?

Develop advanced routing, service features and capabilities in a switching/routing systemAuthor and contribute in software design, development, validation, and documentation to deliver high quality, functionally excellent products.Contribute to integration with enabling technologies including third party software, existing platform and hardware capabilities.Trouble shoot and fix reported issues with routing protocol/MPLS and services. Identify root cause, diagnose, debug and deliver robust timely fixes.Provide basic status reporting for own work or that of a small team.Continuous learning and development of skills in advanced routing: IS-IS, BGP, LDP, Segment Routing, L3VPN, MPLS services and network virtualization.

Required Skills:

Deep exposure to BGP based IP packet forwarding i.e. BGP LU, BGP-PIC, MP-BGP, route-reflector is required.Exposure to IS-IS, MPLS, LDP, BFD, L3-VPN and EVPN is desired but not mandatoryExcellent C programming skills with strong debugging and trouble shooting skills over Linux platform. Knowledge of IP networking stack in Linux is a bonus.Carrier class product design and delivery experience with Routers and/or MPLS switches designed for Service Provider deployments.Exposure to traffic generators such as Ixia or Spirent.Demonstrable self-initiative and can do attitude to find and implement the best solutions for customers.Effectively able to work independently with little hands-on supervision delivering to aggressive timelines.

Education and Experience:

Masters or Bachelors degree in computer science or a related discipline.Excellent written and verbal communication skills, effectively able to collaborate with multiple teams across geographically diverse areas.

Rewarding experience. Meaningful outcomes.

Making a difference in people's lives through design and implementation of leading network technologies. That's what motivates us.

A distinct way to work

Free thinking, free discussion, and collaboration are the norm. Expect more satisfying outcomes - both personal and professional.

Ciena values the diversity of our workforce and respects its employees as individuals, regardless of race, nationality, religion, sexual orientation, gender or age.

Ciena is also committed to developing inclusive, barrier-free selection processes and work environments. If contacted in relation to a job opportunity, you should advise Ciena in a timely fashion of the specific needs / accommodation measures which must be taken to enable you to be assessed in a fair and equitable manner. Information received relating to any specific needs / accommodation measures will be addressed confidentially.

What you can expect from us

You will receive notification of your successful applicationSuccessful applicants will be contacted by Talent Acquisition for an initial discussionIf suitable you will be considered for the short list and our formal interview process
",Gurgaon,"₹ 9,34,271","Acquisition,Expect,MPLS,IOT,Routing,PIC,Ixia,Carrier Ethernet,C,SDN,LDP,Ethernet,Routers,IP,Ciena,Networking,Linux"
Ciena,Embedded Software Engineer 4 - IP Routing and MPLS datapath (XGS/DNX),"Since 1992, Ciena has been driven by a relentless pursuit of network innovation. We believe in a network that grows smarter, more agile, and more responsive every day. This means that when you digitally interact in your world - picking up the phone, streaming video, texting a friend or loved one your interactions are being enabled by Ciena technologies. Ciena makes your social / entertainment / business existence REAL.What will you do at Ciena?

Were looking for an experienced, motivated and talented individual interested in progressing their career in advanced IP Routing and MPLS features, while learning to leverage the disruption taking place with SDN, NFV and virtualized routing systems. You will take an experienced and influential role contributing to advancing next generation routing capabilities focused on service provider, carrier grade capability, scale and reliability.

Responsibilities

Architect, design and develop advanced IP routing and MPLS features and capabilities in a switching/routing system.Translate market directions, customer requirements, and new industry standards into software design and execution activities.Continuous learning and development of skills in IP-Routing, OSPF, ISIS, BGP, IPV4/IPV6, MPLS-TP, Protection switching, BFD, FRR, MPLS-OAM, L2VPN, L3VPN, LDP, LFA, Segment Routing, EVPN, MPLS QoS and network virtualization

General Activities

Author and contribute in software design, development, validation, and documentation to deliver high quality, functionally excellent products.Drive integration with enabling technologies including third party software, existing platform and hardware capabilities.Assist and lead in early product demonstrations to customers.Trouble shoot issues. Identify root cause, debug & deliver robust timely fixes.Prototype and evaluate solutions on target hardware platforms.Provide basic project management for own work or that of a small team, including effort estimation, project tracking, and status reporting.

Collaboration with stakeholders

R&D teams.PLM and Product Architects.3rd party vendors.Field Support teams

Experience / Skill Required:

Bachelors/ Masters degree in Computer Science (or equivalent).Extensive experience in architecting/designing and implementing features on chassis based platforms.Deep exposure in IP-Routing, OSPF, ISIS, BGP, IPV4/IPV6 and Broadcom XGS/DNX datapath for L3VPN, MPLS, Protection Switching, Segment Routing, FRR, LFA, IP & MPLS QOS.Exposure in MPLS-TP, BFD, MPLS-OAM, L2VPN, EVPN, CFMoMPLS is a bonusSelf-starter with a strong can do belief, committed to delivering quality results on aggressive timelines. Effectively able to work independently with little hands-on supervision.Excellent C programming skills with strong debugging and trouble shooting skills over Linux platform. Knowledge of Linux IP networking stack is a bonus.Team oriented; strong inter-personal skills and ability to understand customers needs, expectations and perspective.

*LI-CNAbout Ciena

Ciena is a network strategy and technology company with a passion to provide an experience, to you and our customers that is as rewarding as the outcome. We attract the best and brightest those with outstanding talent, motivation, and the right attitude to contribute to our success. Our culture balances our openness and informality with professionalism and trust and is built on the foundation of our core values: Customer First, Integrity, Velocity, Innovation, and Outstanding People. Ciena enables everyone to have a voice and a network that supports them while on the journey to discovering their passion and purpose. We trust each individual to do what they can to reach their full potential and make an impact on the business, whenever, wherever they are in the world. With Cienas highly innovative, forward-thinking business practices, we reward people for pushing the boundaries. Unlock your potential at Ciena! 

Being You @ Ciena

As part of our commitment to diversity and inclusion, we want to foster an environment that values and respects all individuals strengths, perspectives, ideas, and ability to meet the needs of our customers globally. Ciena values the diversity of its workforce and respects its employees as individuals, regardless of race, ethnicity, religion, gender, age, national origin, disability, sexual orientation, veteran or marital status or any other category protected by applicable law. We do not tolerate any form of discrimination. Ciena is also committed to compliance with all fair employment practices regarding citizenship and immigration status. If contacted in relation to a job opportunity, you should advise Ciena in a timely fashion of the specific accommodation measures required for you to be assessed in a fair and equitable manner.",Gurgaon,"₹ 9,34,271","QoS,MPLS,ISIS,Routing,OAM,Innovation,Computer,OSPF,PLM,SDN,C,LDP,IP,Ciena,Collaboration,Linux"
Amazon,Software Development Engineer III,"Amazon WorkDocs is looking for a senior engineering and design leader to create beautiful, customer-focused user experiences for enterprises. WorkDocs provides experiences for editing, sharing, collaboration, and review, which enables filedriven workflows common in business environments.As a Senior Developer focused on improving the customer user experience, you are a hands-on designer and leader who will be responsible for developing best-in-class consumer experiences in a fast-paced, agile, startup-like environment. You will help define and drive our UX vision for multiple platforms - web, mobile, desktop and also integrations - Windows Explorer, Office, Outlook. Your focus will be to to define, design and work with the broader engineering team to develop user interfaces, systems, and the interaction, visual, and motion design patterns for all customer facing experiences . You are a customer-focused, detail-obsessed, creative leader who has successfully designed and delivered consumer products at broad scale. You also have strong design, business, and technology intuition and youre able to think big and stay connected to the details. You are a tireless advocate for design excellence with an impressive ability to build bridges and collaborate with other teams and stakeholders.Responsibilities:· Lead the design of sophisticated UX and work with the engineering team and other designers to design, develop and iterate on UI architecture, interface, and interaction flow of applications and experiences· Define and drive the vision & identity for Amazon WorkDocs· Use business requirements, market research and customer feedback to assist in developing scenarios, use cases, and high-level requirements· Dive deep on consumer insights, product analytics, and competitive intelligence to drive product innovation and iteration· Lead brainstorming sessions and design reviews· Create storyboards, wireframes, visual mockups, click-throughs, and prototypes· Lead or participate in quick and iterative user research for ideation and concept refinement· Evangelize concepts and designs to a diverse audience, in both ad-hoc and formal presentations· Stay on the cutting edge of whats new in technology and user experience, identifying opportunities to and experimenting with applying new technologies and interaction patterns to customer problemsBasic Qualifications· 6+ years of hands-on software development experience.· Bachelors Degree· 4+ years experience in building web applications with JavaScript/CSS Frameworks.· 4+ years of development and maintenance of web services.· 2+ years experience in, at least, one modern programming language such as Java, C#.Preferred Qualifications· An online portfolio or samples of work demonstrating experience creating great user-centered design solutions is a requirement for application· Excellent communication, presentation, and interpersonal skills· Experience leading projects in a collaborative multi-disciplinary team including designers, hardware engineers, writers, product managers and software developers· Proven ability to work gracefully and have a bias for action in a fast-paced and ambiguous environment· Proven ability to drive the design review cycle and close on design requirements independently· Experience designing for a variety of device types (mobile, desktop, consumer devices, etc.) and designing experiences with multiple interaction modalities· Fluency in best practices for mobile platforms and system information architecture and design, as well as strong knowledge of usability principles and techniques· Visual design expertise demonstrated through mockups and style guide· Experience in designing cross platform experiences· Meets/exceeds Amazons leadership principles requirements for this role· Meets/exceeds Amazons functional/technical depth and complexity for this roleAmazon is an Equal Opportunity Employer Women / Minority / Disability / Veteran / Gender Identity / Sexual Orientation / Age",Bangalore,"₹ 14,35,267","JavaScript,Java,UI,Fluency,UX,CSS"
Credit Suisse,"Dynamic Risk Assessment Developer,ENO, #155872","Why Us?
Banking today is a

technology business, where innovation and digital ingenuity creates competitive

advantage. At Credit Suisse, we are committed to delivering world-class

technology solutions that enables our clients to reach their goals. We offer a

role within the Platform IT, responsible for delivering technology solutions

for our key business partners (Chief Risk Officer). Our organization has a

global footprint with over 600+ people across 15 cities, 7 countries and 4

regions. The Bangalore centers owns end to end accountability of key programs

and solutions

We are a department

which values Diversity and Inclusion (D&I) and is committed to realizing

the firm’s D&I ambition which is an integral part of our global Conduct and

Ethics Standards
Key Responsibilities

A state-of-the-art

 workplace in Bangalore, which will challenge your brain to implement

 solutions for complex mathematical business related requirements and

 problem statements.A highly

 collaborative and solution oriented culture, Agile and DevOps centric global

 team, with key focus on efficiency, reliability and innovation.A highly

 efficient tool-chain/toolset for the adoption of Agile, DevOps, Continuous

 Delivery, Continuous Integration & Continuous Deployment, Test

 AutomationAn opportunity

 to work with best-in-class technology focused people working on

 mission-critical application development.


Understand the

 value of diversity in the workplace and are dedicated to fostering an

 inclusive culture in all aspects of working life so that people from all

 backgrounds receive equal treatment, realize their full potential and can

 bring their full, authentic selves to work. This should be further

 elaborated on in your application.Hands on

 approach to problem solving by applying creative, logical and analytical

 skillsUnderstanding

 and working knowledge of software delivery methodologies and principles

 like Agile and DevOpsSense of

 ownership and accountability towards the deliverablesGood

 interpersonal, collaboration, presentation and communication skillsFlexibility and

 adaptability with an ability to multi-task and perform various roles and

 tasks, can-do attitudeExposure to

 Banking / Financial Services and preferably Private BankingResults-oriented,

 dedicated, hardworking who can work on own initiative and deliver on time

 with a high level of integrity and flexibility, sense of urgency,

 attention to detail and quality standards.

Technology and

Business Analysis Skills

Worked 4-8+

 years writing TypeScript/JavaScript code, and a very strong knowledge of

 React and/or Angular. A good grasp on state-management patterns such as

 Redux, Flux, etcExperience

 developing responsive apps that run efficiently even on devices with

 limited horsepowerSQL and Advanced

 MS Office skills (Word, Excel and PowerPoint).

Beneficial skills and

experience

Good

 understanding and working knowledge of Design patterns, UXExperience in

 working on Agile delivery (Scrum / Kanban) and using tools like JIRA,

 ServiceNowGood

 understanding of the Dev/ops tools and strategy required for automation

 across Dev/QA/Deployment teams – NOLIO, Sonar, TeamCity / JenkinsWorking

 knowledge of Test Driven Development using xUnit (JUnit / NUnit) framework

 and testing automationExposure to

 Business Driven Development – Selenium, Jenkins, Cucumber

",Bangalore,"₹ 14,40,155","DevOps,Selenium,JUnit,Sonar,Kanban,Design patterns,Jenkins,Analysis,IT,TypeScript,Cucumber,Banking,Scrum,Agile,JavaScript,Integration,QA,JIRA,Technology,TeamCity,NUnit"
Ciena,Embedded Software Engineer 4 - IP Routing and MPLS (Control Plane),"Since 1992, Ciena has been driven by a relentless pursuit of network innovation. We believe in a network that grows smarter, more agile, and more responsive every day. This means that when you digitally interact in your world - picking up the phone, streaming video, texting a friend or loved one your interactions are being enabled by Ciena technologies. Ciena makes your social / entertainment / business existence REAL.What will you do at Ciena?

Were looking for an experienced, motivated and talented individual interested in progressing their career in advanced IP Routing and MPLS features, while learning to leverage the disruption taking place with SDN, NFV and virtualized routing systems. You will take an experienced and influential role contributing to advancing next generation routing capabilities focused on service provider, carrier grade capability, scale and reliability.

Responsibilities

Architect, design and develop advanced IP routing and MPLS features and capabilities in a switching/routing system.Translate market directions, customer requirements, and new industry standards into software design and execution activities.Continuous learning and development of skills in IP-Routing, OSPF, ISIS, BGP, IPV4/IPV6, MPLS, Protection switching, BFD, FRR, MPLS-OAM, L2VPN, L3VPN, LDP, LFA, Segment Routing, EVPN, MPLS QoS and network virtualization

General Activities

Author and contribute in software design, development, validation, and documentation to deliver high quality, functionally excellent products.Drive integration with enabling technologies including third party software, existing platform and hardware capabilities.Assist and lead in early product demonstrations to customers.Trouble shoot issues. Identify root cause, debug & deliver robust timely fixes.Prototype and evaluate solutions on target hardware platforms.Provide basic project management for own work or that of a small team, including effort estimation, project tracking, and status reporting.

Collaboration with stakeholders

R&D teams.PLM and Product Architects.3rd party vendors.Field Support teams

Experience / Skill Required:

Bachelors/ Masters degree in Computer Science (or equivalent).Extensive experience in architecting/designing and implementing features on chassis based platforms.Deep exposure in IP-Routing, OSPF, ISIS, BGP, IPV4/IPV6, L3VPN, Segment RoutingExposure in MPLS, Protection switching, BFD, FRR, MPLS-OAM, L2VPN, LDP, LFA, EVPN is a bonusSelf-starter with a strong can do belief, committed to delivering quality results on aggressive timelines. Effectively able to work independently with little hands-on supervision.Excellent C programming skills with strong debugging and trouble shooting skills over Linux platform. Knowledge of Linux IP networking stack is a bonus.Team oriented; strong inter-personal skills and ability to understand customers needs, expectations and perspective.

*LI-CNAbout Ciena

Ciena is a network strategy and technology company with a passion to provide an experience, to you and our customers that is as rewarding as the outcome. We attract the best and brightest those with outstanding talent, motivation, and the right attitude to contribute to our success. Our culture balances our openness and informality with professionalism and trust and is built on the foundation of our core values: Customer First, Integrity, Velocity, Innovation, and Outstanding People. Ciena enables everyone to have a voice and a network that supports them while on the journey to discovering their passion and purpose. We trust each individual to do what they can to reach their full potential and make an impact on the business, whenever, wherever they are in the world. With Cienas highly innovative, forward-thinking business practices, we reward people for pushing the boundaries. Unlock your potential at Ciena! 

Being You @ Ciena

As part of our commitment to diversity and inclusion, we want to foster an environment that values and respects all individuals strengths, perspectives, ideas, and ability to meet the needs of our customers globally. Ciena values the diversity of its workforce and respects its employees as individuals, regardless of race, ethnicity, religion, gender, age, national origin, disability, sexual orientation, veteran or marital status or any other category protected by applicable law. We do not tolerate any form of discrimination. Ciena is also committed to compliance with all fair employment practices regarding citizenship and immigration status. If contacted in relation to a job opportunity, you should advise Ciena in a timely fashion of the specific accommodation measures required for you to be assessed in a fair and equitable manner.",Gurgaon,"₹ 9,34,271","QoS,MPLS,ISIS,Routing,OAM,Innovation,Computer,OSPF,PLM,SDN,C,LDP,IP,Ciena,Collaboration,Linux"
Credit Suisse,"Dynamic Risk assessment Developer,ENO,#155884","Why Us?
Banking today is a

technology business, where innovation and digital ingenuity creates competitive

advantage. At Credit Suisse, we are committed to delivering world-class

technology solutions that enables our clients to reach their goals. We offer a

role within the Platform IT, responsible for delivering technology solutions

for our key business partners (Chief Risk Officer). Our organization has a

global footprint with over 600+ people across 15 cities, 7 countries and 4

regions. The Bangalore centers owns end to end accountability of key programs

and solutions

We are a department

which values Diversity and Inclusion (D&I) and is committed to realizing

the firm’s D&I ambition which is an integral part of our global Conduct and

Ethics Standards
Key Responsibilities

A

 state-of-the-art workplace in Bangalore, which will challenge your brain

 to implement solutions for complex mathematical business related

 requirements and problem statements.A highly

 collaborative and solution oriented culture, Agile and DevOps centric

 global team, with key focus on efficiency, reliability and innovation.A highly

 efficient tool-chain/toolset for the adoption of Agile, DevOps, Continuous

 Delivery, Continuous Integration & Continuous Deployment, Test

 AutomationAn opportunity

 to work with best-in-class technology focused people working on mission-critical

 application development.


Understand the

 value of diversity in the workplace and are dedicated to fostering an

 inclusive culture in all aspects of working life so that people from all

 backgrounds receive equal treatment, realize their full potential and can

 bring their full, authentic selves to work. This should be further

 elaborated on in your application.Hands on

 approach to problem solving by applying creative, logical and analytical

 skillsUnderstanding

 and working knowledge of software delivery methodologies and principles

 like Agile and DevOpsSense of

 ownership and accountability towards the deliverablesGood

 interpersonal, collaboration, presentation and communication skillsFlexibility and

 adaptability with an ability to multi-task and perform various roles and

 tasks, can-do attitudeExposure to

 Banking / Financial Services and preferably Private BankingResults-oriented,

 dedicated, hardworking who can work on own initiative and deliver on time

 with a high level of integrity and flexibility, sense of urgency,

 attention to detail and quality standards.

Technology and

Business Analysis Skills

Worked 4-8+

 years writing TypeScript/JavaScript code, and a very strong knowledge of

 React and/or Angular. A good grasp on state-management patterns such as

 Redux, Flux, etcExperience

 developing responsive apps that run efficiently even on devices with

 limited horsepowerSQL and Advanced

 MS Office skills (Word, Excel and PowerPoint).

Beneficial skills and

experience

Good

 understanding and working knowledge of Design patterns, UXExperience in

 working on Agile delivery (Scrum / Kanban) and using tools like JIRA,

 ServiceNowGood

 understanding of the Dev/ops tools and strategy required for automation

 across Dev/QA/Deployment teams – NOLIO, Sonar, TeamCity / JenkinsWorking

 knowledge of Test Driven Development using xUnit (JUnit / NUnit) framework

 and testing automationExposure to

 Business Driven Development – Selenium, Jenkins, Cucumber

",Bangalore,"₹ 14,40,155","DevOps,Selenium,JUnit,Sonar,Kanban,Design patterns,Jenkins,Analysis,IT,TypeScript,Cucumber,Banking,Scrum,Agile,JavaScript,Integration,QA,JIRA,Technology,TeamCity,NUnit"
NVIDIA,Senior System Software Engineer - Conversational AI System,"Widely considered to be one of the technology world’s most desirable employers, NVIDIA is an industry leader with groundbreaking developments in High-Performance Computing, Artificial Intelligence and Visualization. The GPU, our invention, serves as the visual cortex of modern computers and is at the heart of our products and services. More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, autonomous cars and conversational AI that can perceive and understand the world. Today, we are increasingly known as “the AI computing company.” We're looking to grow our company, and build our teams with the smartest people in the world. Join us at the forefront of technological advancement.

NVIDIA is looking for Senior System Software Engineer to develop Conversational AI solutions for various NVIDIA platforms (Cloud, Edge, Embedded). If you're creative & passionate about developing and productizing complex solutions in the Conversational AI space, and are an upbeat and dynamic software engineer with excellent analytical ability, we want to hear from you!

What you'll be doing:

Use expertise in system software to build, deploy and productize Conversational AI framework, that builds scalable pipelines/graphs of various speech/audio components, extending to other modalities too. The pipelines can run on Cloud, Edge or Hybrid back-ends.
Design and build APIs for the Conversational AI framework, enabling integration across various applications in the area of robotics, health care, automotive etc.Write sample applications on top of the Conversational AI framework, to enable testing and verification of all parts of the system.Profile end-to-end complex pipelines with AI components, identifying performance/memory bottlenecks and arriving at solutions to tackle them.Identify/design Key Performance Indicators for end-to-end Conversational systems, and help track them.Contribute in releasing containerized solutions.Collaborate with other teams on new products or features/improvements of existing products.Participate in developing and reviewing code, design documents, use case reviews, and test plan review.Work with QA teams to productize Conversational AI framework solutions across a range of applications.Help innovate, identify problems, recommend solutions and perform triage in a team environment.

What we need to see:

BE/B.Tech, ME/M.Tech,(from reputed schools only) or PhD is required.
You should possess good programming and scripting skills using C, C++, Python with strong software development, optimization, and analytical skills.Hands-on experience building and productizing speech based chatbot systems and/or frameworks of interconnected AI components to build an entire solution.Insight into interfaces to all building blocks of Conversational AI frameworks, running across Cloud and Edge platforms.Insight into Speech AI blocks and Natural Language understanding and their working.Prefer direct experience of customizing and deploying Chatbot for specific application/s.Good knowhow around gRPC and REST interfaces.Some experience with version control software, code review tools, such as Git, Gerrit is preferred.Familiarity with computer system architecture, microprocessor, and microcontroller fundamentals.Familiar with multiprocessing programming, comfortable with task scheduling, locks, mutexes, semaphores, etc.Experience with Linux OS and Kernel is preferred.Some exposure to speech/audio IO pipelines is preferred.Knowledge of deep learning techniques related to speech and audio will be a plus.Strong collaborative and interpersonal skills, specifically a proven ability to effectively guide and influence within a dynamic matrix environment.

Ways to stand out from the crowd:

Enthusiastic and passionate about building Conversational AI solutions for effective man-machine interface.
Hardworking independent self-driven individual.
",Pune,"₹ 14,42,735","Cloud,Visualization,C++,Git,QA,C,Software,GPU,Intelligence,Python,IO,Linux"
Credit Suisse,"Dynamic Risk Assessment Developer,ENO, #155881","Why Us?
Banking today is a

technology business, where innovation and digital ingenuity creates competitive

advantage. At Credit Suisse, we are committed to delivering world-class

technology solutions that enables our clients to reach their goals. We offer a

role within the Platform IT, responsible for delivering technology solutions

for our key business partners (Chief Risk Officer). Our organization has a

global footprint with over 600+ people across 15 cities, 7 countries and 4

regions. The Bangalore centers owns end to end accountability of key programs

and solutions

We are a department

which values Diversity and Inclusion (D&I) and is committed to realizing

the firm’s D&I ambition which is an integral part of our global Conduct and

Ethics Standards
Key Responsibilities

A state-of-the-art

 workplace in Bangalore, which will challenge your brain to implement

 solutions for complex mathematical business related requirements and

 problem statements.A highly

 collaborative and solution oriented culture, Agile and DevOps centric global

 team, with key focus on efficiency, reliability and innovation.A highly

 efficient tool-chain/toolset for the adoption of Agile, DevOps, Continuous

 Delivery, Continuous Integration & Continuous Deployment, Test

 AutomationAn opportunity

 to work with best-in-class technology focused people working on

 mission-critical application development.


Understand the

 value of diversity in the workplace and are dedicated to fostering an

 inclusive culture in all aspects of working life so that people from all

 backgrounds receive equal treatment, realize their full potential and can

 bring their full, authentic selves to work. This should be further

 elaborated on in your application.Hands on

 approach to problem solving by applying creative, logical and analytical

 skillsUnderstanding

 and working knowledge of software delivery methodologies and principles

 like Agile and DevOpsSense of

 ownership and accountability towards the deliverablesGood

 interpersonal, collaboration, presentation and communication skillsFlexibility and

 adaptability with an ability to multi-task and perform various roles and

 tasks, can-do attitudeExposure to

 Banking / Financial Services and preferably Private BankingResults-oriented,

 dedicated, hardworking who can work on own initiative and deliver on time

 with a high level of integrity and flexibility, sense of urgency,

 attention to detail and quality standards.

Technology and

Business Analysis Skills

Worked 4-8+

 years writing TypeScript/JavaScript code, and a very strong knowledge of

 React and/or Angular. A good grasp on state-management patterns such as

 Redux, Flux, etcExperience

 developing responsive apps that run efficiently even on devices with

 limited horsepowerSQL and Advanced

 MS Office skills (Word, Excel and PowerPoint).

Beneficial skills and

experience

Good

 understanding and working knowledge of Design patterns, UXExperience in

 working on Agile delivery (Scrum / Kanban) and using tools like JIRA,

 ServiceNowGood

 understanding of the Dev/ops tools and strategy required for automation

 across Dev/QA/Deployment teams – NOLIO, Sonar, TeamCity / JenkinsWorking

 knowledge of Test Driven Development using xUnit (JUnit / NUnit) framework

 and testing automationExposure to

 Business Driven Development – Selenium, Jenkins, Cucumber

",Bangalore,"₹ 14,40,155","DevOps,Selenium,JUnit,Sonar,Kanban,Design patterns,Jenkins,Analysis,IT,TypeScript,Cucumber,Banking,Scrum,Agile,JavaScript,Integration,QA,JIRA,Technology,TeamCity,NUnit"
